kod,obor,zneni,charakteristika,popis,zkratka,umap_x,umap_y
CAP-CHE-003-ZV9-014,Chemie,"Zmapuje chemické (a jiné) provozy v místě svého bydliště, zjistí informace o jejich produkci a zhodnotí její vliv na kvalitu životního prostředí a vlastní život.","Vyhledává, třídí a kriticky hodnotí informace o průmyslových a zemědělských závodech v okolí svého bydliště / ve svém regionu. Vyhledává informace o tom, jaké povinnosti mají domácnosti a firmy v kontextu ochrany přírody před znečišťováním a bezpečné likvidace odpadu. Zjišťuje informace o možnostech třídění odpadu ve své obci/městě – informace zjišťuje skrze internetové stránky obce nebo přímo kontaktováním zástupce samosprávy, zjišťuje polohu nejbližšího sběrného místa. Změří množství odpadu, který vyprodukuje jeho domácnost za týden, vyhodnotí zastoupení recyklovatelné a nerecyklovatelné složky a navrhne možnosti snížení objemu produkovaného odpadu. Popíše postup recyklace papíru, plastů a skla, seznámí se s jednotlivými kroky recyklace a s možnostmi využití recyklovaných materiálů. Zmapuje, jak je ve škole (ve třídě) nakládáno s odpadem, a hledá řešení pro zlepšení stávající situace. Mapuje a následně diskutuje, kde v místě jeho bydliště dochází ke znečišťování vody, vzduchu a půdy, a navrhuje možnosti nápravy.","Zmapuje chemické (a jiné) provozy v místě svého bydliště, zjistí informace o jejich produkci a zhodnotí její vliv na kvalitu životního prostředí a vlastní život. Vyhledává, třídí a kriticky hodnotí informace o průmyslových a zemědělských závodech v okolí svého bydliště / ve svém regionu. Vyhledává informace o tom, jaké povinnosti mají domácnosti a firmy v kontextu ochrany přírody před znečišťováním a bezpečné likvidace odpadu. Zjišťuje informace o možnostech třídění odpadu ve své obci/městě – informace zjišťuje skrze internetové stránky obce nebo přímo kontaktováním zástupce samosprávy, zjišťuje polohu nejbližšího sběrného místa. Změří množství odpadu, který vyprodukuje jeho domácnost za týden, vyhodnotí zastoupení recyklovatelné a nerecyklovatelné složky a navrhne možnosti snížení objemu produkovaného odpadu. Popíše postup recyklace papíru, plastů a skla, seznámí se s jednotlivými kroky recyklace a s možnostmi využití recyklovaných materiálů. Zmapuje, jak je ve škole (ve třídě) nakládáno s odpadem, a hledá řešení pro zlepšení stávající situace. Mapuje a následně diskutuje, kde v místě jeho bydliště dochází ke znečišťování vody, vzduchu a půdy, a navrhuje možnosti nápravy.",CHE,-1.8192146,0.06847484
CAP-CHE-003-ZV9-011,Chemie,"Navrhne a provede pozorování, demonstrace a pokusy včetně záznamu, zpracování a prezentace jejich výsledků.","Pracuje bezpečně s chemickými látkami, při práci používá ochranné pomůcky. Formuluje cíle pozorování, demonstrací a pokusů. Navrhne postup a následně provede a vyhodnotí pokus s cílem ověření faktorů ovlivňujících rychlost chemické reakce (koncentrace, povrch, teplota). Zaznamená naměřená data a výsledky prezentuje systematickým a přehledným způsobem (např. tabulky, grafy, fotografie). Analyzuje získaná data z pozorování, demonstrací nebo pokusů a vyvodí z nich závěry. S využitím vhodných experimentálních metod od sebe oddělí dvě složky směsi. Provede extrakci přírodní látky z jejího přirozeného zdroje (např. kofeinu z kávy, barviv z ovoce a zeleniny). S využitím acidobazických indikátorů demonstruje změnu pH vyvolanou přidáním kyseliny/zásady. Na základě provedeného pokusu zhodnotí, zda se mění hmotnost látky v průběhu chemické a fyzikální přeměny. Na základě informace o vlastnostech (hustota, rozpustnost, tepelná a elektrická vodivost, teplota tání a varu) od sebe rozliší vybrané látky (např. sůl, cukr, jedlá soda). Experimentálně prokáže přítomnost vybraných látek vznikajících při reakci (např. kyslík, oxid uhličitý, kyselina, zásada).","Navrhne a provede pozorování, demonstrace a pokusy včetně záznamu, zpracování a prezentace jejich výsledků. Pracuje bezpečně s chemickými látkami, při práci používá ochranné pomůcky. Formuluje cíle pozorování, demonstrací a pokusů. Navrhne postup a následně provede a vyhodnotí pokus s cílem ověření faktorů ovlivňujících rychlost chemické reakce (koncentrace, povrch, teplota). Zaznamená naměřená data a výsledky prezentuje systematickým a přehledným způsobem (např. tabulky, grafy, fotografie). Analyzuje získaná data z pozorování, demonstrací nebo pokusů a vyvodí z nich závěry. S využitím vhodných experimentálních metod od sebe oddělí dvě složky směsi. Provede extrakci přírodní látky z jejího přirozeného zdroje (např. kofeinu z kávy, barviv z ovoce a zeleniny). S využitím acidobazických indikátorů demonstruje změnu pH vyvolanou přidáním kyseliny/zásady. Na základě provedeného pokusu zhodnotí, zda se mění hmotnost látky v průběhu chemické a fyzikální přeměny. Na základě informace o vlastnostech (hustota, rozpustnost, tepelná a elektrická vodivost, teplota tání a varu) od sebe rozliší vybrané látky (např. sůl, cukr, jedlá soda). Experimentálně prokáže přítomnost vybraných látek vznikajících při reakci (např. kyslík, oxid uhličitý, kyselina, zásada).",CHE,9.011987,-2.2291267
CAP-CHE-003-ZV9-012,Chemie,Na konkrétních příkladech popíše chemickou reakci jako změnu výchozích látek na produkty za uvolnění nebo spotřebování energie při přeskupování atomů a chemických vazeb.,"Vytvoří diagram koloběhu uhlíku s využitím pojmů: fotosyntéza, spalování, respirace (buněčné dýchání), vznik sedimentů s obsahem uhlíku, oxid uhličitý.  Vyjmenuje tři konkrétní lidské aktivity, které zvyšují množství oxidu uhličitého v atmosféře. Na příkladech konkrétních sloučenin vysvětlí různé typy chemických vazeb. Na příkladech chemických reakcí (zejména hoření, fotosyntéza, buněčné dýchání) objasní, zda se při reakci energie uvolňuje nebo spotřebovává. Změří změny teploty v průběhu vybraných chemických dějů (např. rozpouštění soli, rozpouštění hydroxidu, neutralizace, výparné teplo alkoholů apod.)","Na konkrétních příkladech popíše chemickou reakci jako změnu výchozích látek na produkty za uvolnění nebo spotřebování energie při přeskupování atomů a chemických vazeb. Vytvoří diagram koloběhu uhlíku s využitím pojmů: fotosyntéza, spalování, respirace (buněčné dýchání), vznik sedimentů s obsahem uhlíku, oxid uhličitý.  Vyjmenuje tři konkrétní lidské aktivity, které zvyšují množství oxidu uhličitého v atmosféře. Na příkladech konkrétních sloučenin vysvětlí různé typy chemických vazeb. Na příkladech chemických reakcí (zejména hoření, fotosyntéza, buněčné dýchání) objasní, zda se při reakci energie uvolňuje nebo spotřebovává. Změří změny teploty v průběhu vybraných chemických dějů (např. rozpouštění soli, rozpouštění hydroxidu, neutralizace, výparné teplo alkoholů apod.)",CHE,-5.6210585,-17.141148
CAP-CHE-003-ZV9-013,Chemie,S pomocí různých informačních zdrojů ilustruje rozmanitost chemie a reflektuje aktuální dění v tomto vědním oboru.,Vyhledává a shromažďuje relevantní informace o současných objevech a trendech v chemii z různých odborných a populárně-vědeckých zdrojů . Zhodnotí příspěvek českých chemických objevů celosvětové vědě. S pomocí různých zdrojů posoudí relevantnost informací předkládaných v mediálních sděleních a fake news vztahujících se k oboru chemie. Uvede příklady inovací v chemickém výzkumu s ohledem na cíle udržitelnosti a koncept zelené chemie.,S pomocí různých informačních zdrojů ilustruje rozmanitost chemie a reflektuje aktuální dění v tomto vědním oboru. Vyhledává a shromažďuje relevantní informace o současných objevech a trendech v chemii z různých odborných a populárně-vědeckých zdrojů . Zhodnotí příspěvek českých chemických objevů celosvětové vědě. S pomocí různých zdrojů posoudí relevantnost informací předkládaných v mediálních sděleních a fake news vztahujících se k oboru chemie. Uvede příklady inovací v chemickém výzkumu s ohledem na cíle udržitelnosti a koncept zelené chemie.,CHE,-1.8270506,0.058450848
CAP-CHE-003-ZV9-010,Chemie,Zhodnotí využívání materiálů a energetických surovin v kontextu udržitelnosti.,"Identifikuje hlavní materiály a energetické suroviny používané v průmyslu a každodenním životě (např. fosilní paliva, kovy, plasty) a stručně popíše jejich složení. Popíše základní principy získávání a zpracování fosilních paliv a jejich využití včetně dopadů na životní prostředí. Vysvětlí spojitost mezi velikostí molekuly a teplotou varu na příkladech produktů průmyslového zpracování ropy a uvede jejich využití. Porovná užívání běžných paliv (fosilních a vyráběných) jako zdrojů energie z pohledu efektu i udržitelnosti s obnovitelnými zdroji. Na základě dosavadních zjištění posoudí možnosti a výzvy budoucího využití možných pohonů automobilů (alternativních i fosilních). Na příkladu plastů popíše průběh zpracování od jejich zdroje po samotné využití a možnosti recyklace. Zmapuje stávající opatření pro udržitelné využívání materiálů a surovin (např. třídění, recyklace, používání obnovitelných zdrojů, snižování spotřeby) a navrhne možnosti rozšíření těchto opatření v ČR, v regionu či v místě svého bydliště.","Zhodnotí využívání materiálů a energetických surovin v kontextu udržitelnosti. Identifikuje hlavní materiály a energetické suroviny používané v průmyslu a každodenním životě (např. fosilní paliva, kovy, plasty) a stručně popíše jejich složení. Popíše základní principy získávání a zpracování fosilních paliv a jejich využití včetně dopadů na životní prostředí. Vysvětlí spojitost mezi velikostí molekuly a teplotou varu na příkladech produktů průmyslového zpracování ropy a uvede jejich využití. Porovná užívání běžných paliv (fosilních a vyráběných) jako zdrojů energie z pohledu efektu i udržitelnosti s obnovitelnými zdroji. Na základě dosavadních zjištění posoudí možnosti a výzvy budoucího využití možných pohonů automobilů (alternativních i fosilních). Na příkladu plastů popíše průběh zpracování od jejich zdroje po samotné využití a možnosti recyklace. Zmapuje stávající opatření pro udržitelné využívání materiálů a surovin (např. třídění, recyklace, používání obnovitelných zdrojů, snižování spotřeby) a navrhne možnosti rozšíření těchto opatření v ČR, v regionu či v místě svého bydliště.",CHE,4.5856485,-5.0822835
CAP-PRI-001-ZV9-003,Přírodopis,Objasní základní vnější a vnitřní stavbu vybraných organismů včetně člověka a fungování těla jako celku s vysvětlením funkce orgánů a orgánových soustav pomocí modelu.,"Popíše tvar a stavbu jednotlivých orgánů a soustav a dává je do souvislosti s funkcí na základě vlastního pozorování a práce s informačními zdroji. Využívá vhodná přirovnání pro slovní popis a s použitím modelu objasňuje, jak struktura souvisí s funkcí u jednotlivých orgánů. Dává do souvislosti různé orgánové soustavy, které se navzájem ovlivňují nablízko i na dálku (pomocí hormonů apod.) a tvoří propojený celek, ukáže hlavní části a popíše jejich vztahy včetně výměny látek a energie. Vysvětlí působení antibiotik na organismus a jeho části, rizika jejich nadužívání a význam imunity včetně způsobů jejího posilování (např. očkováním). Porovnává orgánové soustavy mezi sebou a také mezi různými skupinami organismů.  Na základě znalostí o orgánových soustavách a jejich propojenosti v lidském těle vyvodí doporučení pro udržení vlastního zdraví a uvede přitom příklady vhodných postupů (zejména pohyb a stravování) i souvisejících poruch či nemocí.","Objasní základní vnější a vnitřní stavbu vybraných organismů včetně člověka a fungování těla jako celku s vysvětlením funkce orgánů a orgánových soustav pomocí modelu. Popíše tvar a stavbu jednotlivých orgánů a soustav a dává je do souvislosti s funkcí na základě vlastního pozorování a práce s informačními zdroji. Využívá vhodná přirovnání pro slovní popis a s použitím modelu objasňuje, jak struktura souvisí s funkcí u jednotlivých orgánů. Dává do souvislosti různé orgánové soustavy, které se navzájem ovlivňují nablízko i na dálku (pomocí hormonů apod.) a tvoří propojený celek, ukáže hlavní části a popíše jejich vztahy včetně výměny látek a energie. Vysvětlí působení antibiotik na organismus a jeho části, rizika jejich nadužívání a význam imunity včetně způsobů jejího posilování (např. očkováním). Porovnává orgánové soustavy mezi sebou a také mezi různými skupinami organismů.  Na základě znalostí o orgánových soustavách a jejich propojenosti v lidském těle vyvodí doporučení pro udržení vlastního zdraví a uvede přitom příklady vhodných postupů (zejména pohyb a stravování) i souvisejících poruch či nemocí.",PRI,2.4529123,4.612544
CAP-PRI-001-ZV9-001,Přírodopis,Rozpozná složení organismů z buněk s použitím mikroskopu a při další práci s informačními zdroji objasní funkci buňky jako komplexního živého celku.,"Samostatně připraví jednoduchý preparát a mikroskopuje. Vysvětlí, že organismy jsou z buněk, a rozliší jednobuněčný a mnohobuněčný organismus. Popíše, že u mnohobuněčných organismů jsou různé typy buněk specializované na různé funkce. Na základě jednoduchých přirovnání ze života popíše funkce, které v bakteriální buňce a v buňce rostlin, hub a živočichů   plní její části (organely a membrána). Popíše virus jako nebuněčného parazita, který není schopný životního projevu bez hostitelské buňky.","Rozpozná složení organismů z buněk s použitím mikroskopu a při další práci s informačními zdroji objasní funkci buňky jako komplexního živého celku. Samostatně připraví jednoduchý preparát a mikroskopuje. Vysvětlí, že organismy jsou z buněk, a rozliší jednobuněčný a mnohobuněčný organismus. Popíše, že u mnohobuněčných organismů jsou různé typy buněk specializované na různé funkce. Na základě jednoduchých přirovnání ze života popíše funkce, které v bakteriální buňce a v buňce rostlin, hub a živočichů   plní její části (organely a membrána). Popíše virus jako nebuněčného parazita, který není schopný životního projevu bez hostitelské buňky.",PRI,2.386557,4.7063828
CAP-PRI-001-ZV9-002,Přírodopis,Na základě pokusu popíše faktory ovlivňující základní životní procesy v organismech včetně člověka.,"Navrhne jednoduchý pokus, který zkoumá, jak určitý faktor ovlivňuje život rostlin nebo živočichů (včetně člověka): zapíše, co chce zjistit, co si myslí, že se stane, a co bude během pokusu měnit. Vybere správné pomůcky pro pokus, opatrně zachází se živými organismy a pečlivě zapisuje, co během pokusu pozoruje. Na základě získaných výsledků vysvětlí, jak to, co měnil, ovlivnilo výsledek, a odlišuje přitom výsledek doložený daty od závěrů, které sám vyvodil. Porovná, jestli se stalo to, co na začátku očekával. Propojí výsledek pokusu s dostupnými informacemi o procesech v živých organismech a s doporučeními pro péči o zdraví člověka, rostliny nebo živočicha.","Na základě pokusu popíše faktory ovlivňující základní životní procesy v organismech včetně člověka. Navrhne jednoduchý pokus, který zkoumá, jak určitý faktor ovlivňuje život rostlin nebo živočichů (včetně člověka): zapíše, co chce zjistit, co si myslí, že se stane, a co bude během pokusu měnit. Vybere správné pomůcky pro pokus, opatrně zachází se živými organismy a pečlivě zapisuje, co během pokusu pozoruje. Na základě získaných výsledků vysvětlí, jak to, co měnil, ovlivnilo výsledek, a odlišuje přitom výsledek doložený daty od závěrů, které sám vyvodil. Porovná, jestli se stalo to, co na začátku očekával. Propojí výsledek pokusu s dostupnými informacemi o procesech v živých organismech a s doporučeními pro péči o zdraví člověka, rostliny nebo živočicha.",PRI,15.082868,-9.515177
CAP-PRI-002-ZV9-008,Přírodopis,Zhodnotí význam přírody pro život člověka na základě vědeckých důkazů a s využitím konkrétních příkladů.,"Shrne na základě informačních zdrojů a vlastní zkušenosti zdroje a služby, které získává z přírody. Na příkladu prostředí ve svém okolí ukáže ekosystémové služby, které dané území nebo konkrétní organismus poskytuje lidem. Uvede příklady reálných situací, kdy jsou zdroje nebo služby natolik vyčerpané, že je neposkytuje příroda, ale musí je plnit lidé. Na základě vlastní zkušenosti porovná různá prostředí přírodního a nepřírodního charakteru z různých hledisek. Uvede příklady významu přírodního území v regionu jako inspirace pro umělecké vyjádření nebo pro wellbeing.","Zhodnotí význam přírody pro život člověka na základě vědeckých důkazů a s využitím konkrétních příkladů. Shrne na základě informačních zdrojů a vlastní zkušenosti zdroje a služby, které získává z přírody. Na příkladu prostředí ve svém okolí ukáže ekosystémové služby, které dané území nebo konkrétní organismus poskytuje lidem. Uvede příklady reálných situací, kdy jsou zdroje nebo služby natolik vyčerpané, že je neposkytuje příroda, ale musí je plnit lidé. Na základě vlastní zkušenosti porovná různá prostředí přírodního a nepřírodního charakteru z různých hledisek. Uvede příklady významu přírodního území v regionu jako inspirace pro umělecké vyjádření nebo pro wellbeing.",PRI,3.9418793,-4.303603
CAP-PRI-002-ZV9-005,Přírodopis,Podílí se na návrhu způsobu obnovy nebo ochrany cenného nebo člověkem narušeného území v regionu a posoudí možné dopady navrženého opatření.,"Odliší různé způsoby obnovy a územní ochrany přírody. Přiřadí k různým případům narušeného nebo z hlediska ochrany přírody cenného území odpovídající péči, včetně ponechání přirozenému vývoji. Identifikuje v okolí nebo v širším regionu místo narušené činností člověka (bývalé lomy, skládky, brownfieldy nebo meliorované mokřady) a navrhuje vhodná opatření pro obnovu, ochranu nebo péči.","Podílí se na návrhu způsobu obnovy nebo ochrany cenného nebo člověkem narušeného území v regionu a posoudí možné dopady navrženého opatření. Odliší různé způsoby obnovy a územní ochrany přírody. Přiřadí k různým případům narušeného nebo z hlediska ochrany přírody cenného území odpovídající péči, včetně ponechání přirozenému vývoji. Identifikuje v okolí nebo v širším regionu místo narušené činností člověka (bývalé lomy, skládky, brownfieldy nebo meliorované mokřady) a navrhuje vhodná opatření pro obnovu, ochranu nebo péči.",PRI,4.2870784,-3.8350134
CAP-PRI-002-ZV9-004,Přírodopis,Vytvoří zjednodušující model vztahů mezi organismy navzájem a prostředím v ekosystému na základě vlastního pozorování a práce s informačními zdroji a na konkrétních příkladech posoudí udržitelnost využívání ekosystému člověkem.,"Určuje s pomocí různých informačních zdrojů organismy a specifikuje jejich roli v daném ekosystému. Pojmenuje v ekosystému nejvýznamnější vztahy včetně mutualistických (mykorhiza, opylování) a zásahy člověka. Vytváří zjednodušující model vztahů mezi organismy, prostředím a člověkem a zdůvodní výběr těchto prvků při tvorbě modelu. Na modelu popíše proces fotosyntézy a zhodnotí jeho význam pro přeměnu energie, růst biomasy a ukládání uhlíku, přitom vysvětlí získávání potravy jako předávání energie ve formě organických látek. Zhodnotí, zda model výstižně zobrazuje organismy, jejich skupiny, prostředí, vztahy a toky energie charakteristické pro daný ekosystém (tedy zda platí i pro jiné lokality a období). V různých scénářích ukazuje dopad ne/udržitelného využívání na jednotlivé prvky modelu a na vztahy mezi nimi a navrhne pro modelovaný ekosystém udržitelné využívání.","Vytvoří zjednodušující model vztahů mezi organismy navzájem a prostředím v ekosystému na základě vlastního pozorování a práce s informačními zdroji a na konkrétních příkladech posoudí udržitelnost využívání ekosystému člověkem. Určuje s pomocí různých informačních zdrojů organismy a specifikuje jejich roli v daném ekosystému. Pojmenuje v ekosystému nejvýznamnější vztahy včetně mutualistických (mykorhiza, opylování) a zásahy člověka. Vytváří zjednodušující model vztahů mezi organismy, prostředím a člověkem a zdůvodní výběr těchto prvků při tvorbě modelu. Na modelu popíše proces fotosyntézy a zhodnotí jeho význam pro přeměnu energie, růst biomasy a ukládání uhlíku, přitom vysvětlí získávání potravy jako předávání energie ve formě organických látek. Zhodnotí, zda model výstižně zobrazuje organismy, jejich skupiny, prostředí, vztahy a toky energie charakteristické pro daný ekosystém (tedy zda platí i pro jiné lokality a období). V různých scénářích ukazuje dopad ne/udržitelného využívání na jednotlivé prvky modelu a na vztahy mezi nimi a navrhne pro modelovaný ekosystém udržitelné využívání.",PRI,4.1022906,-4.363795
CAP-PRI-002-ZV9-006,Přírodopis,Zapojí se do péče o přírodu ve svém okolí nebo do aktivit pro její obnovu.,"Orientuje se v možnostech spolupráce s místními spolky a obcí v oblasti péče o přírodu nebo její obnovu. Zapojí se spolu se spolužáky do péče o přírodu nebo do aktivit na její obnovu podle pokynů zodpovědné osoby. Vybere si roli, přijme odpovědnost za danou činnost a reflektuje tuto zkušenost. Navrhuje zlepšení z hlediska cíle aktivit, organizace a bezpečnosti práce a ohleduplnosti k lidem, organismům a prostředí.","Zapojí se do péče o přírodu ve svém okolí nebo do aktivit pro její obnovu. Orientuje se v možnostech spolupráce s místními spolky a obcí v oblasti péče o přírodu nebo její obnovu. Zapojí se spolu se spolužáky do péče o přírodu nebo do aktivit na její obnovu podle pokynů zodpovědné osoby. Vybere si roli, přijme odpovědnost za danou činnost a reflektuje tuto zkušenost. Navrhuje zlepšení z hlediska cíle aktivit, organizace a bezpečnosti práce a ohleduplnosti k lidem, organismům a prostředí.",PRI,4.2122297,-4.082233
CAP-PRI-002-ZV9-007,Přírodopis,"Objasní roli přírodních procesů v příčinách, dopadech a opatřeních týkajících se změn klimatu.","Identifikuje přírodní procesy s použitím schématu koloběhu uhlíku (fotosyntéza, dýchání, rozklad), objasní jejich roli v produkci a zachytávání skleníkových plynů obsahujících uhlík. Objasní roli činnosti člověka (včetně zemědělství, odlesňování, intenzivního rybolovu) v emisích skleníkových plynů ze souše a oceánu. S použitím různých informačních zdrojů popíše současný stav vybraných ekosystémů a možné změny za různých scénářů (teplota, srážky); rozlišuje přitom scénáře, argumenty a závěry postavené na vědeckých důkazech od názorů a zavádějících tvrzení. Uvede příklady adaptací a na základě důkazů argumentuje o tom, které druhy nebo skupiny se budou schopné v blízké budoucnosti změnám klimatu přizpůsobit a které nikoli, naslouchá přitom ostatním a vyjadřuje své emoce týkající se dopadu změn klimatu. Na základě informačních zdrojů identifikuje dopad změny klimatu na lidské zdraví (přehřívání organismu při vlnách veder, riziko infarktu) a na vybrané druhy organismů nebo hospodářsky významné plodiny. Uvede příklady opatření založených na přírodních procesech (fotosyntéza, rozklad, výpar vody z rostlin) zmírňujících dopady změn klimatu a argumentuje na základě důkazů o jejich účinnosti v sídlech a v krajině. Rozliší opatření, která pouze zmírňují dopady (výpar z rostlin a ochlazování okolí, hospodaření s dešťovou vodou), od těch, která jsou zaměřená na příčinu (snížení emisí skleníkových plynů).","Objasní roli přírodních procesů v příčinách, dopadech a opatřeních týkajících se změn klimatu. Identifikuje přírodní procesy s použitím schématu koloběhu uhlíku (fotosyntéza, dýchání, rozklad), objasní jejich roli v produkci a zachytávání skleníkových plynů obsahujících uhlík. Objasní roli činnosti člověka (včetně zemědělství, odlesňování, intenzivního rybolovu) v emisích skleníkových plynů ze souše a oceánu. S použitím různých informačních zdrojů popíše současný stav vybraných ekosystémů a možné změny za různých scénářů (teplota, srážky); rozlišuje přitom scénáře, argumenty a závěry postavené na vědeckých důkazech od názorů a zavádějících tvrzení. Uvede příklady adaptací a na základě důkazů argumentuje o tom, které druhy nebo skupiny se budou schopné v blízké budoucnosti změnám klimatu přizpůsobit a které nikoli, naslouchá přitom ostatním a vyjadřuje své emoce týkající se dopadu změn klimatu. Na základě informačních zdrojů identifikuje dopad změny klimatu na lidské zdraví (přehřívání organismu při vlnách veder, riziko infarktu) a na vybrané druhy organismů nebo hospodářsky významné plodiny. Uvede příklady opatření založených na přírodních procesech (fotosyntéza, rozklad, výpar vody z rostlin) zmírňujících dopady změn klimatu a argumentuje na základě důkazů o jejich účinnosti v sídlech a v krajině. Rozliší opatření, která pouze zmírňují dopady (výpar z rostlin a ochlazování okolí, hospodaření s dešťovou vodou), od těch, která jsou zaměřená na příčinu (snížení emisí skleníkových plynů).",PRI,-5.5044637,-17.258076
CAP-PRI-003-ZV9-010,Přírodopis,Vysvětlí význam DNA pro jedince a diskutuje o výhodách a rizikách jejího pozměňování.,"Zdůvodní přítomnost DNA (téměř) v každé buňce a vysvětlí souvislosti mezi dědičnou informací (genem), bílkovinou a projevem znaku. Uvede konkrétní příklady využití analýzy DNA. Na konkrétních příkladech diskutuje o dopadu pozměňování DNA u různých organismů včetně člověka z biologického i etického hlediska.","Vysvětlí význam DNA pro jedince a diskutuje o výhodách a rizikách jejího pozměňování. Zdůvodní přítomnost DNA (téměř) v každé buňce a vysvětlí souvislosti mezi dědičnou informací (genem), bílkovinou a projevem znaku. Uvede konkrétní příklady využití analýzy DNA. Na konkrétních příkladech diskutuje o dopadu pozměňování DNA u různých organismů včetně člověka z biologického i etického hlediska.",PRI,15.055152,-9.4886875
CAP-PRI-003-ZV9-009,Přírodopis,Zhodnotí výhody a nevýhody pohlavního a nepohlavního rozmnožování pro projevení se konkrétních znaků s ohledem na dané prostředí.,"Porovná životní cykly organismů z různých taxonomických skupin (rostlina, bezobratlý s larválním stadiem, obratlovec). Zhodnotí výhody a nevýhody nepohlavního a pohlavního rozmnožování s ohledem na typ prostředí a způsob šíření potomků a objasní roli pohlavních buněk. Vysvětlí zákonitosti přenosu genů a projevu znaků v jednotlivých generacích při pohlavním a nepohlavním rozmnožování a roli prostředí při projevu znaků. Na základě příkladů zhodnotí význam náhodných změn dědičné informace (mutací) pro vývoj jedince a druhu (evoluci).","Zhodnotí výhody a nevýhody pohlavního a nepohlavního rozmnožování pro projevení se konkrétních znaků s ohledem na dané prostředí. Porovná životní cykly organismů z různých taxonomických skupin (rostlina, bezobratlý s larválním stadiem, obratlovec). Zhodnotí výhody a nevýhody nepohlavního a pohlavního rozmnožování s ohledem na typ prostředí a způsob šíření potomků a objasní roli pohlavních buněk. Vysvětlí zákonitosti přenosu genů a projevu znaků v jednotlivých generacích při pohlavním a nepohlavním rozmnožování a roli prostředí při projevu znaků. Na základě příkladů zhodnotí význam náhodných změn dědičné informace (mutací) pro vývoj jedince a druhu (evoluci).",PRI,14.811454,-9.259405
CAP-PRI-004-ZV9-014,Přírodopis,"Reflektuje svůj vztah k přírodě na základě aktivit podporujících environmentální senzitivitu, ocenění rozmanitosti a chápání evoluční příbuznosti lidí a ostatních organismů.","Při pobytu v přírodě projevuje environmentální senzitivitu (citlivost k živým organismům i prostředí), reflektuje vzájemnou vývojovou spřízněnost těchto organismů s lidmi. Popisuje rozmanitost druhů i tvarů, vyjadřuje svůj postoj k ní a reflektuje, že rozmanitost má hodnotu sama o sobě. Zkoumá v přírodě rozmanitost živých organismů na úrovni druhů i širších skupin.  Objasní roli živých organismů (rozkladači v půdě, opylovači) v přírodě a závislost lidí na činnosti živých organismů. Uvede příklad úbytku biodiverzity, zhodnotí příčinu a sdílí svoje postoje s ostatními. Vyjádří svůj postoj k tomu, jak nějaká významná osobnost vnímá hodnotu přírody a spřízněnost se živými organismy. Pojmenuje, čím je pro něj příroda osobně důležitá, vyjádří svůj názor na roli člověka v přírodě a na jeho odpovědnost za okolní prostředí.","Reflektuje svůj vztah k přírodě na základě aktivit podporujících environmentální senzitivitu, ocenění rozmanitosti a chápání evoluční příbuznosti lidí a ostatních organismů. Při pobytu v přírodě projevuje environmentální senzitivitu (citlivost k živým organismům i prostředí), reflektuje vzájemnou vývojovou spřízněnost těchto organismů s lidmi. Popisuje rozmanitost druhů i tvarů, vyjadřuje svůj postoj k ní a reflektuje, že rozmanitost má hodnotu sama o sobě. Zkoumá v přírodě rozmanitost živých organismů na úrovni druhů i širších skupin.  Objasní roli živých organismů (rozkladači v půdě, opylovači) v přírodě a závislost lidí na činnosti živých organismů. Uvede příklad úbytku biodiverzity, zhodnotí příčinu a sdílí svoje postoje s ostatními. Vyjádří svůj postoj k tomu, jak nějaká významná osobnost vnímá hodnotu přírody a spřízněnost se živými organismy. Pojmenuje, čím je pro něj příroda osobně důležitá, vyjádří svůj názor na roli člověka v přírodě a na jeho odpovědnost za okolní prostředí.",PRI,10.000208,-4.048942
